Iteration,Trial_1,Trial_2,Trial_3,Trial_4,Trial_5,Trial_6,Trial_7,Trial_8,Trial_9,Trial_10,Trial_11,Trial_12,Trial_13,Trial_14,Trial_15,Trial_16,Trial_17,Trial_18,Trial_19,Trial_20,Trial_21,Trial_22,Trial_23,Trial_24,Trial_25,Trial_26,Trial_27,Trial_28,Trial_29,Trial_30
1,427.93195765188574,442.33848420067426,424.471816082286,414.29406112545087,413.32035129608266,411.2411653556207,420.46580507665675,440.90099657996393,414.80643472344667,448.7030779065343,452.1558522122382,435.61572842169545,421.2934697820829,433.64561050790616,439.6735585210512,426.9185818023494,458.21775006870075,470.1997445740032,442.4165994168855,348.5233087254029,461.65008670836943,421.85307135663015,442.50423060984537,445.14338376197384,445.65640626690964,449.5837041563684,443.3827571703084,373.72241328092593,419.6303469788142,415.77762670626134
2,364.0732978138912,382.8484742722612,380.4545867455007,362.0519418837005,345.2725715904089,411.2411653556207,361.6466021311429,370.80954757609936,410.3337053502132,400.56303033344466,367.42971693870606,402.0967236335624,408.66294051872705,388.04300759482123,405.89233190218096,381.0397754352702,389.95858087108456,347.4589569471541,354.5334271734797,348.5233087254029,405.1402412503272,393.1786880213708,360.5070282490476,374.0534577460685,400.4193004179311,392.5981639698492,373.0544981247535,352.7569516650317,371.2242175056327,401.7193407456131
3,358.3405013901222,363.6986164403488,353.61800602931913,339.5865924046818,345.2725715904089,313.6416261808491,361.6466021311429,370.80954757609936,387.48785290877265,384.01471288055563,364.2500733180317,383.0609376236277,386.35227761898693,365.99491771942655,362.823966417325,327.418894298573,337.7153127905765,347.4589569471541,322.05502929551517,343.65527214236243,339.572194290534,360.85375689204983,339.0684163823994,371.9790537969363,354.04606164975786,356.0244218989123,357.6595842421248,336.1766839248122,369.7186682288964,383.2390572482393
4,345.08728950323564,363.6986164403488,323.9321851702468,339.5865924046818,333.0717487705035,313.6416261808491,361.6466021311429,339.24397479852394,293.1212656118807,370.02411460087825,354.2751872539508,345.42932401719173,386.35227761898693,312.0120342863396,362.823966417325,327.418894298573,337.7153127905765,314.87644173682287,322.05502929551517,306.7548993866086,337.9533019996856,326.3316929483428,326.0205653964875,371.9790537969363,354.04606164975786,356.0244218989123,357.6595842421248,336.1766839248122,292.39860392678315,360.7620241790867
5,345.08728950323564,328.2840471950428,323.9321851702468,339.5865924046818,315.5165266635407,311.2644470372177,361.6466021311429,339.24397479852394,293.1212656118807,319.88370410843925,354.2751872539508,323.3988684562016,344.575089657713,312.0120342863396,309.57739308504296,327.418894298573,329.8605880176214,314.87644173682287,297.7925472904422,306.7548993866086,337.9533019996856,326.3316929483428,280.7823288373454,351.53588648200747,336.1977139825008,356.0244218989123,312.246108719466,299.4278578655793,292.39860392678315,350.7521020572789
6,312.78556459595967,326.99174154022506,323.9321851702468,339.5865924046818,315.5165266635407,311.2644470372177,361.0922389913571,339.24397479852394,293.1212656118807,319.88370410843925,346.912480531969,296.9033346093577,344.575089657713,312.0120342863396,309.57739308504296,292.8151984018391,329.8605880176214,314.87644173682287,291.4375697616872,306.7548993866086,337.9533019996856,306.3521343263218,280.7823288373454,351.53588648200747,328.357455845203,322.5956091130577,312.246108719466,299.4278578655793,292.39860392678315,344.6892056990187
7,312.78556459595967,326.99174154022506,320.54656043584663,339.5865924046818,315.5165266635407,311.2644470372177,300.7459103487155,327.7232324262028,293.1212656118807,317.61976665939926,341.0911701138188,296.9033346093577,335.825403018589,312.0120342863396,307.64098466341477,292.8151984018391,316.06898840331485,314.87644173682287,291.4375697616872,306.7548993866086,323.4843978546412,306.3521343263218,280.7823288373454,336.44867688654165,327.8483281992356,322.5956091130577,312.246108719466,299.4278578655793,292.39860392678315,333.7681240013232
8,312.78556459595967,326.99174154022506,312.5668826059841,329.1026235611414,315.5165266635407,311.2644470372177,300.7459103487155,327.7232324262028,293.1212656118807,300.73305899250886,306.19937560861143,280.89094171951245,327.411114442355,312.0120342863396,287.9137068605158,281.9334869832376,316.06898840331485,314.3944929159817,273.9201536540261,306.7548993866086,311.2899314957964,293.96395151587626,280.7823288373454,297.7905451759174,327.8483281992356,287.62976552982195,312.246108719466,299.4278578655793,292.39860392678315,333.7681240013232
9,312.78556459595967,293.81025575457755,308.82725265045,329.1026235611414,315.5165266635407,303.5913164267228,300.7459103487155,327.7232324262028,293.1212656118807,300.73305899250886,306.19937560861143,280.89094171951245,327.411114442355,312.0120342863396,287.9137068605158,281.9334869832376,316.06898840331485,289.50102008616255,273.9201536540261,305.67081802161016,311.2899314957964,293.96395151587626,280.7823288373454,297.7905451759174,287.01981234513534,287.62976552982195,312.246108719466,288.3181392627379,292.39860392678315,330.1689026755237
10,312.78556459595967,293.81025575457755,308.82725265045,328.60850181658844,284.1577846262058,303.5913164267228,264.52467108859037,327.7232324262028,290.1937090187116,282.8854224341398,306.19937560861143,280.89094171951245,326.36038426693744,312.0120342863396,279.92608595111506,281.9334869832376,308.16175614242195,289.50102008616255,262.3441067721615,305.67081802161016,292.1815284605228,265.9214343816767,280.7823288373454,297.7905451759174,281.54091459979014,287.62976552982195,312.246108719466,288.3181392627379,292.39860392678315,326.30584254167917
