Scenario ID,Search Space LB,Search Space UB,Optimum Value,Trial,Final Fitness,Alpha Position
0,-5.12,5.12,0,21,7.819696032245076,"[-0.9940352021106964, 0.04350048718494204, 0.0024422416372713585, 0.001735042792479824, -0.9936226042489817, 0.010203356948127684, 0.0016019582702115898, 0.029506925448680832, -0.9941142594223944, 0.024679694305121735, 0.028998029989704577, 0.026348358583650366, -0.022791158529522626, -0.012669012077854092, 0.01811986545119204, -0.030611408529367168, 0.020271120515501728, 0.0029625008129903208, -0.0021078953122941613, -0.023951327537800715, -0.013492620416833745, 0.0035698538331416785, -0.008599086221732222, 0.008591782382895374, 0.9953873004403553, 0.020776290452738877, -0.020725466121396252, 0.9937885190950038, 0.013196360281524377, 0.99654467738943]"
0,-5.12,5.12,0,22,5.074166351418285,"[-0.016325728964197594, 0.012351340902212016, 0.0005862148551800672, -0.9943131734531407, -0.03079413924562946, -0.0044743160422324735, 0.0054812800232610925, 0.02659624827515472, 0.994694877283334, 0.02729199000900362, -0.0036270952140249335, 0.005023520688842709, -0.0007735802885200371, 0.024592820152317785, -0.00759176823146035, -0.015943917483317804, -0.010686587534207703, 0.0073290532057379565, -0.010786529922177657, -0.9959256849513203, 0.016549317173202738, 0.9957035123379354, 0.005225367783572743, 0.0051966688117, 0.0006959058164088816, 0.001903284882431855, 0.029704663268502074, -0.0007873809401175436, 0.0028388736464091124, -0.013853662458360283]"
0,-5.12,5.12,0,23,12.792082568473631,"[-0.026309802673548432, -0.9941188839936173, 0.047165493627240096, 0.058030240870880156, 0.021329236880099245, 0.9946332696168714, 0.9955845103038774, 0.029177719285279125, 0.02840622499656753, -0.005610765288832198, -0.9946412234298849, -0.010617723156435055, 0.03129879313942041, -0.9954957711484074, -0.04744053562706796, -0.005680300945334338, 0.0003849086946354774, 0.04043732186906013, 0.046272647676482315, -0.9953992996078096, -0.9954151083792793, 0.9965546518757007, 0.05216800822818257, 0.995970688327886, -0.016664863073921232, -0.003409157986564715, -0.01124990945028781, 0.009728062764295942, -0.01478903790950259, 0.02083994103671749]"
0,-5.12,5.12,0,24,9.671787616711981,"[-0.0023794060753346002, 0.9981066415978974, -0.036544467300775096, 0.04019464236323156, 0.0075475583661450685, -0.036022095257231435, -0.013915494664266781, -0.9950980054559642, -0.02426848170728224, -0.9939037103503079, -0.004098691478336747, 0.019818860700802077, -0.9953337231670494, -0.9955291166939064, -0.00493767107652765, -0.02306023829190451, -0.032488672801393115, 0.004179466427769896, 0.0013561192618416484, 0.03623911206637853, 0.02707835970502437, 0.013327571603347188, -0.00752514172615637, -0.03750655873614672, 0.9961700192759126, 0.996532467049243, -0.0265930214992105, 0.01616855172861964, -0.042074210962416814, -0.011004266465440615]"
0,-5.12,5.12,0,25,9.663381206337363e-13,"[1.0874360079071721e-08, -1.606529398401335e-08, 1.2722216169436251e-08, 1.4873243081581222e-08, -1.3508283380758712e-08, 1.3710431012725621e-08, 1.1318208592570045e-08, -1.0124319160809137e-08, 1.2984671116100799e-08, 1.903566104743959e-08, 1.0341726586204913e-08, 9.061283279265808e-09, -1.0806379791006293e-08, 1.4358872313380289e-08, -1.754313583290923e-08, -1.0108941239650449e-08, -1.1810967315284415e-08, -1.326947618451868e-08, -8.6672677923616e-09, 1.22146524006439e-08, -1.1705880709200756e-08, 9.69750679757908e-09, 1.0996702215493315e-08, -1.0251445026199235e-08, -1.0657252857981803e-08, -1.6503690858371556e-08, -1.7736492274877946e-08, 1.9041976884182077e-08, -1.1827176571443943e-08, 1.7104391680788922e-08]"
0,-5.12,5.12,0,26,4.978558346726288,"[0.018237992391230584, 0.008739434032049687, 0.0016743018434297596, 0.006916131298165595, -0.9953741957575355, 0.0031844061789509936, 0.0021154509415586276, -0.013981048249785744, 0.012494536383798938, -0.008052437636878018, -0.9951143183203515, 0.02169264884880384, 0.01591407411712442, -0.004352525294241794, 0.015627414110583437, 0.994954800200353, -0.02432857616088846, 0.014768349924019653, -0.003139888962622628, 0.019560544045342354, -0.01761703552241478, 0.0006485934286430961, 0.015013958950348183, 0.9952754595119311, 0.026871968535578716, -0.0014811201076607716, -0.022530783989649805, 0.0005660978071855283, 0.00903134950174067, 0.010500081195955246]"
0,-5.12,5.12,0,27,5.262118721680395,"[-0.025751423876022805, 0.01796686501025313, 0.008654055743741118, 0.006336470255429383, 0.001317989808046427, 0.011228147714338554, 0.02684298469524471, -0.007243527258169458, 0.022499055820540015, -0.0038435348405059244, -0.024264866949627262, -0.015994858550058666, 0.004451223785565617, 0.0002576918548831131, 0.994820340925922, 0.9954689783889608, 0.024107522101481926, -0.022060665984817263, -0.014590034783213746, -0.021616937976548734, 0.005907151877706518, 0.015783360257850987, -7.94416229519257e-05, 0.023437176385000313, 0.00256234075527928, 0.005328940553932959, 0.9948583293868607, -0.017338879762824888, -0.01295654006770075, 0.9939203329953745]"
0,-5.12,5.12,0,28,5.684341886080802e-14,"[-9.716221605060582e-09, -6.13925443815333e-09, 2.9474556129116536e-10, 8.010296426164132e-09, -4.5308272689226214e-09, -3.6401637260041753e-10, 3.1502205288802543e-09, 3.056337405382692e-09, -9.439930614973946e-09, 5.798185043204285e-09, 7.014246961034587e-09, -3.696844608214178e-09, 7.478737629185161e-10, 3.609980758767506e-09, -4.9130663981600264e-09, -7.877061669603336e-09, -4.546802934157768e-09, 8.314174237966654e-09, -3.927041802853637e-09, -1.7386696526955348e-09, 4.536791387010908e-09, -1.4150538518720168e-09, -8.12898193203182e-09, 3.1335334327309283e-09, -5.5994320291574695e-11, -5.523611790181349e-09, -7.342975116841899e-09, 2.533396603610072e-09, 7.964225723355867e-09, 2.218040862089765e-09]"
0,-5.12,5.12,0,29,5.684341886080802e-14,"[-9.395228595110439e-09, -1.3653700392524115e-09, -5.393773427897486e-09, -5.195561314508268e-09, -4.834869393732788e-09, -3.5341569670777062e-09, -9.829818736761808e-09, 4.8248747219759025e-09, 4.775658979383479e-09, -9.892993091398239e-09, 1.9457946365264434e-09, 3.2364084745495347e-09, 4.608345705037209e-09, 3.6045477713742e-10, -3.2321443299565544e-09, -6.260647111844264e-09, 6.91874824099159e-09, 2.716461722229724e-09, 6.371219107847992e-09, 1.8153052394609404e-09, 4.609156611934395e-09, 3.99903576919769e-09, -8.184597888316603e-09, 7.058035045304223e-09, -7.952958291923551e-09, 6.764770077438698e-09, 7.268059043497033e-09, 9.901034658810204e-09, 4.922611651636544e-09, 1.143746608534002e-08]"
0,-5.12,5.12,0,30,3.55349717717462,"[0.010068059161000953, -0.0040912615086492465, 0.0023797577998241337, -0.9958727238689047, 0.016079966283935043, 6.703595230028725e-05, -0.002430282849005927, 0.012689056347418237, 0.009162074108521878, -0.9958072480013254, -0.010760720871921592, -0.01258819523866972, 0.02066341050876197, -0.01111903104803158, -0.014196986451871396, 0.006798625261570379, -0.9954686695942625, 0.015118006045457655, 0.0018802886801747576, 0.007133791286098479, -0.0009427267593400401, 0.013497842541768001, -0.0019672943819468713, -0.0029615216464922156, 0.011428721765420313, -0.012669012164985283, -0.0021271382244476555, -0.014808934060564383, 0.004082115817844567, 0.012251833924449507]"
1,-4.12,6.12,0,1,10.377301460084709,"[-0.9975834176562128, 0.0024868397831534494, 0.9951658023517558, 0.000989205197976517, -0.9949825797784335, 0.9950519022395374, 0.01173147650127948, 0.027527042610429042, 0.04283713859113902, -0.9936757124149755, -0.0434251646273367, 0.029927652830060048, -0.01638968060399648, 0.003639326233033202, -0.005876833659287151, 0.016757588349276098, 0.015058603794440018, -0.02614623668155236, 0.03298667819562162, 0.021484790582799285, -0.9946365589462798, -0.006983165022549365, -0.00207626046209608, 0.0005018568548447178, 0.012683392053642883, 0.043370752951050306, 0.038849833442875514, 0.9955253292185242, 0.9953148886822101, 0.0070140262525750785]"
1,-4.12,6.12,0,2,5.684341886080802e-14,"[5.202364761203171e-09, 8.982637744736621e-09, 6.092285786962748e-09, -9.84894832356531e-10, 3.830908923418974e-09, -3.5280933730064135e-10, 3.9014942387893825e-09, -3.9294834053293926e-09, 9.687724400464504e-09, -9.699172132116018e-09, 1.6365957478114979e-09, -2.0436115022448575e-09, 6.1914189330991576e-09, -8.600808953929118e-09, 3.3785321207346897e-09, 5.083792942173204e-09, 1.989601372542893e-09, 3.479997623401232e-09, 4.6827954847117326e-09, -3.333881615219525e-09, -5.132491764925362e-09, 2.9533566703321412e-09, -7.072271657193596e-09, 5.206747921704391e-09, -1.3062573245292697e-09, -7.149459690936055e-09, -3.117477831438009e-09, -5.491600063578517e-09, 4.665776209833439e-09, -1.0464347610650293e-08]"
1,-4.12,6.12,0,3,13.838915296614061,"[-0.9965491936711777, -0.9939465739416442, 0.995784790720923, -0.9955298437443751, 0.06221044109869922, 0.02222023954157315, -0.9948241482531275, 0.028559003298097352, 0.010969031250664507, 0.9973444267878637, 0.9933892905872819, 0.0022712675486742384, -0.011620939425116994, -0.021729359354732303, 0.05276962993296852, -0.017065173757545793, 0.0018293735358341223, 0.01025078936892232, 0.039346924951968454, -0.0035156362234047833, 0.035262982900549744, 0.010087717210400804, -0.0462689951562103, -0.05904753487205827, -0.022709968371165346, -0.03314917297186959, 0.9930322999135823, -0.9964832944026045, -0.9932712237568935, 0.022127282619882394]"
1,-4.12,6.12,0,4,10.601219082551324,"[-0.005721092280036366, -0.9938910861884045, 0.036271177076948824, -0.0208808566341947, 0.995747298010075, 0.9952922910699948, -0.006356031329759482, -0.004260548352019278, 0.9939271534520939, -0.002053332189140278, -0.04869031388580236, 0.00013293496815336425, -4.039450578030568e-05, 0.0045470496413955175, 0.01667686885365427, -0.009178402817378917, 0.01906089316900239, -0.049239303970906256, -0.03725775604313686, 0.994892252868949, -0.9964040874476154, -0.0018373688383119813, 0.04180120093376427, 0.025174679383447085, -0.9967279720873878, 0.002381823615954737, -0.02196564699141046, -0.9934197602415793, -0.0322226602766964, 0.026160057648875856]"
1,-4.12,6.12,0,5,1.1368683772161603e-13,"[-1.8588846018019467e-09, -5.405632386157322e-09, -1.3821587430129512e-08, -4.738829773032194e-09, -3.299732043160475e-09, 5.758370669184387e-09, -7.89224419150969e-09, -5.890157694921072e-09, -1.0559094931750224e-08, 4.986859813982392e-09, -4.22117185649995e-09, -7.1878529794844326e-09, -7.2101942194535695e-09, 8.276557217357094e-09, -6.887804104849238e-09, 7.736320029039234e-09, -6.31802965500583e-09, -8.144045438029934e-09, 7.337210838898045e-09, 7.1834342918464245e-09, 7.443759386660531e-09, 8.17414935738725e-09, -8.594416733842536e-09, 5.643602918325996e-09, -7.843318883260508e-09, 7.989315875533975e-09, 7.156875092562132e-09, 6.101687155535274e-09, 5.8996878493644545e-09, -3.113293622902802e-09]"
1,-4.12,6.12,0,6,4.920519066990039,"[-0.0012921241494394664, 0.019074718841077143, -0.9936440529493553, -0.0006969694918756986, -0.020802976587565247, 0.005750590145854773, -0.006861384867889342, 0.0071977349336007634, 0.0035597294417444303, 0.013512335865333291, -0.014458700069721608, 0.9956782529140504, 0.015592872037013983, 0.014018140683385028, -0.01944945672990972, 0.013100154377037931, -0.014288139847612236, -0.9942958992658562, 0.004606870921195494, -0.01846452599902726, 0.018401799979566036, 0.005297247841327568, 0.018199497622248373, -0.0263021477501324, -0.009308393239044754, 0.0018234734913979977, -0.99532791630602, 0.01679792441143846, 0.009465445761124514, 0.0013105048019435017]"
1,-4.12,6.12,0,7,1.1368683772161603e-13,"[3.2602160970895966e-09, 9.031041692253439e-09, -4.143871912276609e-09, 4.533277753182574e-09, 2.7848399142271774e-09, -1.138376592990653e-08, -6.3454521637140715e-09, 1.5519088236715106e-09, 5.422053028780738e-09, 8.230612635884427e-09, -2.4124693354110605e-09, 1.2143543060005868e-08, 6.961624166024194e-09, 4.770796202535621e-09, -6.2743827911049266e-09, -6.275928221555205e-09, -2.0476509376976537e-10, -2.886508809751831e-09, -2.12398809651404e-09, 6.294328613876132e-09, 3.844388807294763e-09, -6.8695156230091925e-09, -7.48051931509508e-09, 5.26989740734507e-09, 7.58237650444471e-09, 1.1411382061510267e-08, 7.974604088190063e-09, 9.270127776517256e-09, 1.1814518252606376e-08, -3.361732225926062e-09]"
1,-4.12,6.12,0,8,5.684341886080802e-14,"[-2.4038806500925602e-09, 3.91118781806199e-09, -8.512412108530043e-09, -1.0085459578590417e-08, -5.874872144318033e-09, -3.0391511529614945e-09, -4.683410104178165e-09, 3.171422235936916e-09, -7.963718573478218e-09, 2.2511734698582586e-09, 3.7181751011416964e-09, -3.232255352259017e-09, 7.956524328278647e-10, -9.926592881015495e-10, -4.405674047802677e-09, 6.433559462948324e-09, 6.523148243786636e-09, -6.169803334898916e-09, 4.934010533474975e-09, 6.042505162895395e-09, -5.97727023432526e-09, -1.0971259456482585e-09, 7.631812515285219e-09, 8.275220508835446e-09, 7.9165003441517e-09, 1.0070932532357801e-08, -1.0699012342740843e-08, 6.357469217732614e-09, -7.773954813217188e-09, 4.329792524515597e-09]"
1,-4.12,6.12,0,9,0.0,"[3.1901832286962417e-09, -1.1275789191245167e-09, -1.6031123095672228e-09, 2.963717271597943e-09, 3.6428913219310743e-09, 2.4533459708209193e-09, 1.92125160225487e-09, 3.4123086578574657e-09, -5.119218826621363e-09, -1.623000400741148e-09, 6.303421784537022e-09, -3.197998310611183e-09, 2.343196747744969e-09, 6.759665716060681e-09, -5.037263939300374e-09, 3.225946620943887e-09, 1.0794902749466928e-09, -7.0328223245041954e-09, 3.3242786301457272e-09, 4.476816251042237e-09, -7.256657497123342e-10, -6.59893029109071e-09, 5.09263209380606e-09, 8.193357103891685e-10, 5.631926036642199e-09, -1.1590374882075594e-08, -3.714886176453547e-10, 3.305604678871532e-09, -7.154647541085524e-09, 6.250466810797661e-11]"
