Scenario ID,Trial,Search Space LB,Search Space UB,Optimum Value,Final Fitness,Alpha Position,Fitness_Iter_0,Fitness_Iter_50,Fitness_Iter_100,Fitness_Iter_150,Fitness_Iter_200,Fitness_Iter_250,Fitness_Iter_300,Fitness_Iter_350,Fitness_Iter_400,Fitness_Iter_450,Fitness_Iter_500,Fitness_Iter_550
0,1,-5.12,5.12,0,12.742013974031693,"[0.9942361205625412, -0.0482119075618046, -0.025429006811304333, -0.021470608303534533, 0.9926059269831402, 0.004580118272550671, -0.02345945088598178, -0.996286006720327, -0.02036028567696757, 0.9955174031551373, 0.9938276640113815, -0.034329876211018906, 0.049937253569628304, -0.009168879748139958, 0.9926582927276222, 0.9969113742277615, -0.9964416260128637, -0.05396791694697178, -0.019263998704497354, 5.9588440466384895e-06, 0.047515426057191945, -0.026168530628747355, -0.001300241688410253, -0.033546097152417964, -0.002468645768127331, 0.025298176949092976, 0.9965912935238848, -0.0007019944875050754, -0.028657178634635017, 0.04677068866138523]",455.09386290431013,145.92833226251938,106.18638334581865,86.48811538627118,58.52052963498949,32.09830306010156,25.98384269974605,24.687589526437876,23.089054816491455,16.30271235123257,15.03342452353536,13.857582815895796
0,2,-5.12,5.12,0,10.474445292046823,"[-0.9946484887272682, 0.03208984185555508, -0.9948558975663904, -0.012169934597496379, 0.012731373441794425, 0.029999694208698635, 0.02207941055353757, 0.04993610731103182, 0.006259047120121153, 0.013694201128504169, 0.9932915487381324, 0.9951728626215113, -0.003475252979675325, 0.023224073676334278, -0.034877823952200515, -0.04511268107215205, 0.02220470035525146, 0.0007768817355122692, -0.007166000920343585, -0.0004328542520841694, -0.003948744133688287, -0.9957296509360267, 0.9954059557210639, -0.995305611673623, -0.9938227381872711, 0.03926968156998445, 0.01713367747147032, -0.024987682872206207, 0.02035581438767764, -0.006488053205788269]",396.6224629970405,113.85653359335305,37.16079776219158,37.16079776219158,32.56971270930808,24.1706936459251,17.675561255583375,16.440188787887053,14.148733744221829,12.931012968222547,12.885601700362372,11.24139640164384
0,3,-5.12,5.12,0,11.357478914462206,"[-0.026658209448004122, -0.9937641874172751, 0.03889743627351372, 0.0017071049456811593, 0.9949306723530738, 0.010583217602098571, -0.9944715826135502, 0.03161565855499937, 0.9939587359367748, -0.9953833081209051, -0.013636811525129744, 0.9930553318618314, -0.9958320371358749, -0.9947553688262518, -0.058065179404540146, -0.027871351128077038, 2.0148450046164612e-05, 0.01717636684483015, 0.9962589679991547, -0.006909037777280247, -0.002596277095945787, -0.003634276390452662, -0.002955214035265108, -0.04351264422180279, 0.004344955021717389, 0.017669864385097434, 0.01961400641968769, 0.01939311233240293, -0.024153497814085156, 0.023601739576514902]",394.52692316311465,88.29160813328963,67.07939257292784,34.92110322579515,32.657276384466456,32.657276384466456,32.630939114973955,23.457354357899703,17.932909086888003,15.146728019851992,12.976564126772928,12.307026993335512
0,4,-5.12,5.12,0,4.688957166066814,"[0.028540068767387794, 0.0021092491304619543, 0.015757192668466757, -0.008070951017990602, -0.012803890698680931, -0.9948438278023648, 0.011049314356107232, -0.9944741197620877, 0.02173623753349041, -0.0010783198632706714, 0.00018624986502047136, -0.0147311550654452, -0.0041190096731149595, 0.0056783169595844285, 0.005528858280848148, 0.0003672212269520969, 0.002996118086039168, -0.004526841217126432, -0.0045475942443609085, -0.01137782276309629, 0.9956096464793278, 0.016415819340770632, 0.021315855587833887, -0.00014141924853738885, -0.0012530637937215872, -0.013298975482499031, -0.0009539618311498188, -0.00876841247543414, 0.9956785016649343, -0.015136384299265337]",447.60586129341,116.97894948688096,33.35139142613741,10.514040162334368,7.534204400754504,7.389708557052643,5.9945540836814075,5.593998788211138,5.227717667916863,5.072709515305746,4.898113839358189,4.779209689227059
0,5,-5.12,5.12,0,68.0572772175174,"[0.08342989064182049, 0.03052380159895307, 0.18415782798608316, 0.030860449057990458, -0.004248195434584545, 1.0857166154111653, -2.092005959348292, 0.06553370353129662, -0.013653791224761846, -0.03204655256535194, -0.0711971440567245, -0.019512469416726574, -0.0002521977525438146, 1.0658981249375081, -0.017640342722531344, -0.04955198732862964, -0.07458461205723044, 0.9797334123398791, 0.02811547004227055, -0.9129287913425337, -1.0609979483780068, 0.1094853527338362, -0.1276854701349288, -1.936485707842773, -0.787553721647992, 0.004274673316944977, -0.9236649665426642, -0.25177528568931784, -1.2141017957204876, -0.9771048299829923]",430.2858492753584,132.25439011357466,73.72955661891103,73.72955661891103,68.0572772175174,68.0572772175174,68.0572772175174,68.0572772175174,68.0572772175174,68.0572772175174,68.0572772175174,68.0572772175174
0,6,-5.12,5.12,0,7.400853919331496,"[-0.02159919553235401, -0.00014027368144464702, 0.0068637182602584446, -0.008904738939456536, -0.011190764310845758, -0.994638293338423, 0.021209456854283992, -0.008253088635641781, -0.03381300400992071, 0.9952333710900509, 0.012143676054175323, -0.012508966203919059, -0.00016285643080493628, -0.014218014861303807, 0.016402740085546874, 0.021277254482348518, 0.02369681759465969, 0.003670761421698643, 0.0036479059188385676, 0.024558005600711752, -0.009444904991729786, 0.010293797982870778, 0.9946937690696478, -0.9956928485028786, -0.9957465911067578, -0.016291540536649052, 0.033874878553591614, -0.02254995965414519, -0.017651844215654577, 0.9951919121099424]",415.6172904069455,100.50175986575377,55.32825239557266,35.05674279495264,28.89073510546558,18.174707978181686,11.473950822451513,11.244410492200416,8.879920965751523,8.879920965751523,8.148085710114742,7.722513796874239
0,7,-5.12,5.12,0,7.618351073947792,"[0.031218347895794807, 0.03335857473495629, -0.016339597145901052, -0.026034053640108468, 0.026637561837995705, -0.016003998721109802, -0.9960524340772032, -0.9948845667007635, 0.017071308283147957, -0.0040624311070951435, -0.03325411101150255, -0.03086221016078383, -0.022751492765539894, 0.027600043064454738, 0.022996067647639507, -0.0023998369701700994, 0.9944063115526367, 0.021798074797870548, -0.01836330701925437, -0.00940431410479281, 0.029212031416216533, 0.994095345657632, 0.00504898447212021, -0.024432646565373695, 0.028631691392452474, -0.023187526838588823, 0.020428493405599824, -0.03147528849002246, -0.9941136591720037, -0.005928122770124666]",445.45166323733224,204.05072474867427,78.03981042304906,62.707244197963774,15.802928941227378,15.802928941227378,15.802928941227378,12.639041201905513,11.461839445281782,9.66382208029529,9.058215838613307,8.261598831200956
0,8,-5.12,5.12,0,7.79129401502172,"[0.0073317769127090315, 0.035021993287695175, -0.002678863200266335, 0.04310263810384107, -0.030863991969021676, -0.9941754957975268, -0.9946481224874946, 0.9950513895912243, -0.021997816081380073, 0.00010428351505886724, -0.005954221794407744, -0.03508155474879171, 0.0015702289376555711, 0.9938826867061099, 0.9955337920797422, -0.007991940958505417, -0.006256542377845342, -0.021970064056971772, -0.022263479877982384, 0.993542829023685, -0.007085507717659922, 0.005072527510564306, 0.025890188195769603, -0.013058906640158519, 0.0066204536167795425, 0.010641245480305983, -0.016067541823996834, 0.027478369510700595, -0.008392361391593717, 0.010873715751931634]",454.9138075187212,166.69776263909657,55.478100758929656,41.43196099248661,19.490479865431098,19.490479865431098,14.327573453577543,11.254622753506396,11.08547262527668,9.354701647988065,8.63341645338977,8.21377363117756
0,9,-5.12,5.12,0,14.990627152467596,"[-0.04274971716529308, -0.9963628707390413, 0.025676993458917607, 0.9976284816507492, -0.9965697890546714, 0.041352809431432824, -0.055605723262093676, -0.0057912897788163775, -0.04988378555386053, 0.9947211184794709, -0.0017106063454290776, -0.07500171248671705, -0.9931153892178193, 0.002372560835975257, -0.02394071385545704, -0.041821782144123354, -0.9925390354819035, -0.9964502348476989, 0.036250522225326876, -0.9925562014707747, -0.9960182212846487, -0.007645796666282401, -0.01853130168962913, 0.0026470950735983934, 0.06660414135605475, -0.02594995548634227, -0.014352458422575154, -0.9932440655110133, -0.028349465748727987, 0.005322983161797801]",440.83324047406654,143.58805181213063,134.88017746599942,127.31234791425919,101.86219083152696,33.165532544178916,33.165532544178916,28.801517805378353,24.016419403798807,21.40830837890229,20.570508791365796,17.194747635697468
0,10,-5.12,5.12,0,2.2737367544323206e-13,"[-1.0919821491484072e-08, -7.331630413887069e-09, 1.0661429072911233e-08, 8.621543479137017e-09, -6.829550258657946e-09, -6.674913954896056e-09, -1.0590910370922302e-08, 3.137589743573699e-09, 1.0186888665941751e-08, 8.22136136946483e-09, 1.0315396536952903e-08, -4.943500719889471e-09, -1.192359189161607e-08, 5.272894121333138e-09, 7.952553282564168e-09, -8.006287188777605e-09, 6.430590282491266e-09, -7.088466702498408e-09, 7.295178683364156e-09, 7.306674376650335e-09, 1.2791952386237426e-08, 5.048683249242458e-09, 7.974397142618272e-09, 5.381386891656348e-09, -6.805297658729614e-09, -1.0523016236163585e-08, -7.747301467020407e-09, -6.8607457492930735e-09, 1.0894164681474194e-08, 9.863919459007775e-09]",458.42992251367895,127.80219403321541,121.57453953607742,2.165076877682168,1.052919698821313,1.1058842517286394e-05,5.399556357588153e-10,6.252776074688882e-13,2.2737367544323206e-13,2.2737367544323206e-13,2.2737367544323206e-13,2.2737367544323206e-13
