Iteration,Trial_1,Trial_2,Trial_3,Trial_4,Trial_5,Trial_6,Trial_7,Trial_8,Trial_9,Trial_10,Trial_11,Trial_12,Trial_13,Trial_14,Trial_15,Trial_16,Trial_17,Trial_18,Trial_19,Trial_20,Trial_21,Trial_22,Trial_23,Trial_24,Trial_25,Trial_26,Trial_27,Trial_28,Trial_29,Trial_30
1,602.2253697246133,553.768251036642,529.1910745685799,601.7130671619743,620.7095155138295,619.1635857435733,574.1538028021566,629.471921138505,580.1074232363312,567.0649762473589,644.8730008621263,602.8136831316317,549.95495608108,669.6132235492545,596.301006565499,570.6797799038193,635.2246209007151,668.4597165505892,579.8815008842917,566.8029751881224,610.6524055537728,560.1837396425436,565.3214572529255,508.36648587646533,580.792402323027,634.5088588841984,532.3636345033692,591.891752755535,524.5299498543462,713.4845675789284
2,469.39056992953726,477.47416337109405,506.00267682279866,491.06103556038374,521.8401831389266,529.595695773913,362.68712956675057,483.8613110951864,447.19746428556397,456.3836020171591,511.7459222124074,471.2193812299742,451.22535108130603,524.8497372586928,444.4323066590017,440.996621206791,532.1415552823463,476.3511970270188,416.7559147558206,451.71516532628607,458.30419139995416,452.6800356692044,456.27713528207,487.5190194863352,483.67170058689015,458.9566851269483,463.0046238560965,461.1716260797502,458.814686125844,599.9055597469642
3,452.88210142277967,387.94566064446644,443.0455661270402,425.24764759247785,398.4198127457538,444.24914744228573,362.68712956675057,453.0057939543071,413.04817389115595,409.13837297261017,448.4848905622587,467.32742396667976,442.47632368733167,452.5592000823683,388.0297087520955,392.3090292964783,438.4674862157239,447.2534211563991,377.84055502255546,437.7031084710217,337.60340187550094,422.19403445861286,408.0452519841774,487.5190194863352,410.0789539367608,410.5260598471161,463.0046238560965,404.7395596501617,382.05136040654827,418.44675784133915
4,417.50031763247057,381.67229382211065,344.35112682128397,425.24764759247785,370.2632321703281,419.5480518642618,336.4238885321371,396.03768759446484,393.4326629329184,409.13837297261017,415.7586275827288,408.05968638631134,361.3264792502574,399.4784188804114,375.84517407615544,377.43912092469895,394.2970568674439,428.59973658800686,377.84055502255546,426.45919330283556,328.6651299110377,378.846380610104,386.50997312722046,411.992914467982,316.34642377591643,327.50860514386045,411.685910247235,357.88848067471116,358.65565325249656,418.44675784133915
5,380.5643248040941,381.67229382211065,343.4835576574804,421.33202946551944,370.2632321703281,419.5480518642618,336.4238885321371,357.401832365506,393.4326629329184,329.00796405543304,388.88621774821286,392.3094404442904,361.3264792502574,318.3683394157438,334.79936023248933,334.9645517012752,330.48308755868834,368.4882441093342,348.40311180947765,368.6236116744749,328.6651299110377,302.76064308387345,339.03030269507303,388.17305204216024,308.3458798157627,327.50860514386045,339.95691922145795,322.1957473423409,307.9971658512662,418.44675784133915
6,354.0764371206287,361.24971566111674,299.00069293739546,397.83306927478986,370.2632321703281,376.0059108817638,311.8223799044102,355.95627943708973,393.4326629329184,329.00796405543304,386.28015229726856,380.94254864012487,334.31045344291124,302.5632720884453,334.79936023248933,334.9645517012752,330.48308755868834,368.4882441093342,348.40311180947765,337.02618962625775,328.6651299110377,302.76064308387345,317.15335255232446,356.2389097634825,308.3458798157627,327.50860514386045,326.9970220924526,294.65607540093873,307.9971658512662,358.9951198323211
7,344.2252540145637,305.40557199100147,287.57800718806345,358.5655420505089,368.2636117859062,337.7076801818644,307.42057057728346,348.13075357707123,370.7210459840896,329.00796405543304,360.0864968440032,369.88262828233906,334.31045344291124,302.5632720884453,297.1072297369644,334.9645517012752,299.515121496101,363.83994640593744,328.8179522723935,337.02618962625775,328.6651299110377,302.76064308387345,311.4887975669223,356.2389097634825,308.3458798157627,327.50860514386045,326.9970220924526,293.99203555527544,297.5632710037676,358.9951198323211
8,335.6278232725504,305.40557199100147,287.57800718806345,358.5655420505089,368.2636117859062,337.7076801818644,307.42057057728346,348.13075357707123,370.7210459840896,329.00796405543304,345.66793028266994,348.1484016868538,326.6105333932469,302.5632720884453,297.1072297369644,302.02507053696473,299.515121496101,363.83994640593744,266.6386027390279,337.02618962625775,328.6651299110377,302.76064308387345,311.4887975669223,320.3736231688621,308.3458798157627,315.5427636006272,326.9970220924526,293.99203555527544,297.5632710037676,332.73934925740963
9,275.0782619258579,305.40557199100147,287.57800718806345,358.5655420505089,368.2636117859062,306.2265311009759,307.42057057728346,337.17573629821135,368.2102442228237,325.854495822488,326.8454700285581,323.04383971250525,326.6105333932469,302.5632720884453,297.1072297369644,302.02507053696473,299.515121496101,314.13058508874576,266.6386027390279,337.02618962625775,328.6651299110377,302.76064308387345,288.8043896253066,320.3736231688621,308.3458798157627,315.5427636006272,318.00038554862635,293.99203555527544,274.79114531399756,332.46176507887526
10,275.0782619258579,305.40557199100147,287.57800718806345,358.5655420505089,317.10975549012574,306.2265311009759,257.748290071476,241.1981618453506,368.1604247783883,296.6113051520845,322.10967237275884,323.04383971250525,326.6105333932469,302.5632720884453,297.1072297369644,302.02507053696473,299.515121496101,314.13058508874576,266.6386027390279,319.0329183378697,328.6651299110377,302.76064308387345,288.8043896253066,320.3736231688621,294.42785648858245,315.5427636006272,285.24317840139423,293.99203555527544,274.79114531399756,332.46176507887526
11,275.0782619258579,305.40557199100147,263.01024357345045,345.708544614573,317.10975549012574,287.322075368318,257.748290071476,241.1981618453506,359.24299743348234,296.6113051520845,312.15197352404994,294.38498959173035,314.81207287936127,302.5632720884453,281.57112880256005,300.6071149654713,299.515121496101,314.13058508874576,266.6386027390279,319.0329183378697,328.6651299110377,302.76064308387345,288.8043896253066,308.54191987330955,294.42785648858245,296.8356182432831,285.24317840139423,293.99203555527544,274.79114531399756,330.57615029777924
12,275.0782619258579,305.40557199100147,263.01024357345045,345.708544614573,317.10975549012574,287.322075368318,257.748290071476,241.1981618453506,359.24299743348234,273.02400303786266,305.7092977902207,294.38498959173035,314.81207287936127,302.5632720884453,281.57112880256005,300.6071149654713,268.2491119473933,269.1285631023219,266.6386027390279,319.0329183378697,321.71774727970364,302.76064308387345,288.8043896253066,308.54191987330955,294.42785648858245,285.04732078982306,285.24317840139423,271.1794977542551,262.26942469777657,318.25915067905186
13,275.0782619258579,301.3487952548276,263.01024357345045,335.263360278082,317.10975549012574,287.322075368318,257.748290071476,241.1981618453506,328.5170680524795,273.02400303786266,305.7092977902207,294.38498959173035,313.62468637222514,302.5632720884453,270.16022225605246,300.6071149654713,268.2491119473933,269.1285631023219,266.6386027390279,319.0329183378697,321.71774727970364,302.76064308387345,288.8043896253066,308.54191987330955,294.42785648858245,285.04732078982306,285.24317840139423,253.3655086600449,262.26942469777657,318.25915067905186
14,275.0782619258579,301.3487952548276,263.01024357345045,335.263360278082,317.10975549012574,287.322075368318,257.748290071476,241.1981618453506,328.5170680524795,273.02400303786266,305.7092977902207,294.38498959173035,313.62468637222514,302.5632720884453,270.16022225605246,300.6071149654713,268.2491119473933,269.1285631023219,266.6386027390279,319.0329183378697,321.71774727970364,302.76064308387345,288.8043896253066,308.54191987330955,294.42785648858245,285.04732078982306,285.24317840139423,253.3655086600449,262.26942469777657,311.67184223911573
15,275.0782619258579,287.1071871761883,263.01024357345045,335.263360278082,317.10975549012574,282.5723884944463,257.748290071476,241.1981618453506,328.5170680524795,273.02400303786266,299.782652027666,294.38498959173035,313.62468637222514,302.5632720884453,270.16022225605246,300.6071149654713,268.2491119473933,269.1285631023219,266.6386027390279,319.0329183378697,321.71774727970364,302.76064308387345,288.8043896253066,308.54191987330955,288.43430239334515,285.04732078982306,285.24317840139423,253.3655086600449,262.26942469777657,311.67184223911573
16,275.0782619258579,285.4897758830005,263.01024357345045,314.62424741556345,317.10975549012574,282.5723884944463,257.748290071476,241.1981618453506,328.5170680524795,273.02400303786266,299.782652027666,294.38498959173035,303.42351876167794,302.5632720884453,270.16022225605246,284.6095857945508,268.2491119473933,269.1285631023219,266.6386027390279,319.0329183378697,291.61528729305724,302.76064308387345,288.8043896253066,306.3626641757112,288.43430239334515,285.04732078982306,285.24317840139423,253.3655086600449,262.26942469777657,311.67184223911573
17,275.0782619258579,285.4897758830005,263.01024357345045,314.62424741556345,317.10975549012574,282.5723884944463,257.748290071476,241.1981618453506,328.32762058777377,273.02400303786266,299.782652027666,294.38498959173035,303.42351876167794,302.5632720884453,270.16022225605246,284.6095857945508,268.2491119473933,269.1285631023219,266.6386027390279,319.0329183378697,291.61528729305724,302.76064308387345,288.8043896253066,306.3626641757112,288.43430239334515,285.04732078982306,285.24317840139423,241.51538810616535,262.26942469777657,311.67184223911573
18,275.0782619258579,285.4897758830005,263.01024357345045,314.62424741556345,317.10975549012574,282.5723884944463,257.748290071476,241.1981618453506,328.32762058777377,273.02400303786266,299.782652027666,294.38498959173035,303.42351876167794,302.5632720884453,270.16022225605246,284.6095857945508,268.2491119473933,269.1285631023219,266.6386027390279,319.0329183378697,291.61528729305724,302.76064308387345,288.8043896253066,306.3626641757112,288.43430239334515,285.04732078982306,285.24317840139423,241.51538810616535,262.26942469777657,283.7195213969995
19,275.0782619258579,281.17429416755976,263.01024357345045,314.62424741556345,317.10975549012574,282.5723884944463,257.748290071476,241.1981618453506,328.32762058777377,273.02400303786266,299.782652027666,294.38498959173035,303.42351876167794,302.5632720884453,270.16022225605246,284.6095857945508,268.2491119473933,269.1285631023219,266.6386027390279,319.0329183378697,291.61528729305724,302.76064308387345,288.8043896253066,306.3626641757112,288.43430239334515,285.04732078982306,285.24317840139423,241.51538810616535,262.26942469777657,283.7195213969995
20,275.0782619258579,281.17429416755976,263.01024357345045,314.62424741556345,317.10975549012574,282.5723884944463,257.748290071476,241.1981618453506,318.50167414612724,273.02400303786266,299.782652027666,294.38498959173035,303.42351876167794,302.5632720884453,270.16022225605246,284.6095857945508,268.2491119473933,269.1285631023219,266.6386027390279,319.0329183378697,291.61528729305724,302.76064308387345,251.3311425241051,306.3626641757112,288.43430239334515,285.04732078982306,285.24317840139423,229.17276740696198,262.26942469777657,283.7195213969995
21,275.0782619258579,274.5903859915038,263.01024357345045,314.62424741556345,296.34061927252606,282.5723884944463,257.748290071476,241.1981618453506,318.50167414612724,273.02400303786266,299.782652027666,294.38498959173035,303.42351876167794,302.5632720884453,270.16022225605246,284.6095857945508,268.2491119473933,269.1285631023219,266.6386027390279,319.0329183378697,291.61528729305724,302.76064308387345,251.3311425241051,294.8238548232776,288.43430239334515,284.0483999317678,285.24317840139423,229.17276740696198,262.26942469777657,283.7195213969995
22,275.0782619258579,274.5903859915038,263.01024357345045,314.62424741556345,296.34061927252606,282.5723884944463,257.748290071476,241.1981618453506,318.50167414612724,273.02400303786266,299.782652027666,294.38498959173035,303.42351876167794,302.5632720884453,270.16022225605246,284.6095857945508,268.2491119473933,269.1285631023219,266.6386027390279,319.0329183378697,291.61528729305724,302.76064308387345,251.3311425241051,291.4190999442026,288.43430239334515,284.0483999317678,285.24317840139423,229.17276740696198,262.26942469777657,261.50056688003804
23,275.0782619258579,274.5903859915038,263.01024357345045,308.82076420076845,296.34061927252606,282.5723884944463,257.748290071476,241.1981618453506,318.50167414612724,273.02400303786266,299.782652027666,288.8166436740387,303.42351876167794,302.5632720884453,270.16022225605246,284.6095857945508,268.2491119473933,269.1285631023219,266.6386027390279,319.0329183378697,291.61528729305724,302.76064308387345,251.3311425241051,291.4190999442026,288.43430239334515,284.0483999317678,285.24317840139423,229.17276740696198,262.26942469777657,261.50056688003804
24,275.0782619258579,274.5903859915038,263.01024357345045,303.4986247814462,296.34061927252606,282.5723884944463,257.748290071476,241.1981618453506,318.50167414612724,273.02400303786266,299.782652027666,288.8166436740387,286.45524701301923,302.5632720884453,270.16022225605246,284.6095857945508,268.2491119473933,269.1285631023219,266.6386027390279,319.0329183378697,291.61528729305724,302.76064308387345,251.3311425241051,291.4190999442026,288.43430239334515,284.0483999317678,285.24317840139423,229.17276740696198,262.26942469777657,261.50056688003804
25,275.0782619258579,274.5903859915038,263.01024357345045,303.4986247814462,296.34061927252606,282.5723884944463,257.748290071476,241.1981618453506,318.50167414612724,273.02400303786266,299.782652027666,288.8166436740387,286.45524701301923,302.5632720884453,270.16022225605246,284.6095857945508,268.2491119473933,269.1285631023219,266.6386027390279,319.0329183378697,291.61528729305724,302.76064308387345,251.3311425241051,291.4190999442026,288.43430239334515,284.0483999317678,285.24317840139423,229.17276740696198,262.26942469777657,261.50056688003804
26,275.0782619258579,274.5903859915038,252.1431142907583,303.4986247814462,296.34061927252606,282.5723884944463,257.748290071476,241.1981618453506,317.3731217781905,273.02400303786266,299.782652027666,288.8166436740387,286.45524701301923,298.6765382879375,270.16022225605246,284.6095857945508,268.2491119473933,269.1285631023219,266.6386027390279,319.0329183378697,291.61528729305724,302.76064308387345,251.3311425241051,291.4190999442026,286.923255053298,284.0483999317678,285.24317840139423,229.17276740696198,262.26942469777657,261.50056688003804
